icd_code,long_title
S72363J,"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72363K,"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72363M,"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72363N,"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72363P,"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with malunion"
S72363Q,"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72363R,"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72363S,"Displaced segmental fracture of shaft of unspecified femur, sequela"
S72364,Nondisplaced segmental fracture of shaft of right femur
S72364A,"Nondisplaced segmental fracture of shaft of right femur, initial encounter for closed fracture"
S72364B,"Nondisplaced segmental fracture of shaft of right femur, initial encounter for open fracture type I or II"
S72364C,"Nondisplaced segmental fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72364D,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing"
S72364E,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72364F,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72364G,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for closed fracture with delayed healing"
S72364H,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72364J,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72364K,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for closed fracture with nonunion"
S72364M,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72364N,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72364P,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for closed fracture with malunion"
S72364Q,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type I or II with malunion"
S72364R,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72364S,"Nondisplaced segmental fracture of shaft of right femur, sequela"
S72365,Nondisplaced segmental fracture of shaft of left femur
S72365A,"Nondisplaced segmental fracture of shaft of left femur, initial encounter for closed fracture"
S72365B,"Nondisplaced segmental fracture of shaft of left femur, initial encounter for open fracture type I or II"
S72365C,"Nondisplaced segmental fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72365D,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with routine healing"
S72365E,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72365F,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72365G,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with delayed healing"
S72365H,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72365J,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72365K,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with nonunion"
S72365M,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72365N,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72365P,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with malunion"
S72365Q,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with malunion"
S72365R,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72365S,"Nondisplaced segmental fracture of shaft of left femur, sequela"
S72366,Nondisplaced segmental fracture of shaft of unspecified femur
S72366A,"Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for closed fracture"
S72366B,"Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type I or II"
S72366C,"Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72366D,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72366E,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72366F,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72366G,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72366H,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72366J,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72366K,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72366M,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72366N,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72366P,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with malunion"
S72366Q,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72366R,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72366S,"Nondisplaced segmental fracture of shaft of unspecified femur, sequela"
S7239,Other fracture of shaft of femur
S72391,Other fracture of shaft of right femur
S72391A,"Other fracture of shaft of right femur, initial encounter for closed fracture"
S72391B,"Other fracture of shaft of right femur, initial encounter for open fracture type I or II"
S72391C,"Other fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72391D,"Other fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing"
S72391E,"Other fracture of shaft of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72391F,"Other fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72391G,"Other fracture of shaft of right femur, subsequent encounter for closed fracture with delayed healing"
S72391H,"Other fracture of shaft of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72391J,"Other fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72391K,"Other fracture of shaft of right femur, subsequent encounter for closed fracture with nonunion"
S72391M,"Other fracture of shaft of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72391N,"Other fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72391P,"Other fracture of shaft of right femur, subsequent encounter for closed fracture with malunion"
S72391Q,"Other fracture of shaft of right femur, subsequent encounter for open fracture type I or II with malunion"
S72391R,"Other fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72391S,"Other fracture of shaft of right femur, sequela"
S72392,Other fracture of shaft of left femur
S72392A,"Other fracture of shaft of left femur, initial encounter for closed fracture"
S72392B,"Other fracture of shaft of left femur, initial encounter for open fracture type I or II"
S72392C,"Other fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72392D,"Other fracture of shaft of left femur, subsequent encounter for closed fracture with routine healing"
S72392E,"Other fracture of shaft of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72392F,"Other fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72392G,"Other fracture of shaft of left femur, subsequent encounter for closed fracture with delayed healing"
S72392H,"Other fracture of shaft of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72392J,"Other fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72392K,"Other fracture of shaft of left femur, subsequent encounter for closed fracture with nonunion"
S72392M,"Other fracture of shaft of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72392N,"Other fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72392P,"Other fracture of shaft of left femur, subsequent encounter for closed fracture with malunion"
S72392Q,"Other fracture of shaft of left femur, subsequent encounter for open fracture type I or II with malunion"
S72392R,"Other fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72392S,"Other fracture of shaft of left femur, sequela"
S72399,Other fracture of shaft of unspecified femur
S72399A,"Other fracture of shaft of unspecified femur, initial encounter for closed fracture"
S72399B,"Other fracture of shaft of unspecified femur, initial encounter for open fracture type I or II"
S72399C,"Other fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72399D,"Other fracture of shaft of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72399E,"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72399F,"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72399G,"Other fracture of shaft of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72399H,"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72399J,"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72399K,"Other fracture of shaft of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72399M,"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72399N,"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72399P,"Other fracture of shaft of unspecified femur, subsequent encounter for closed fracture with malunion"
S72399Q,"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72399R,"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72399S,"Other fracture of shaft of unspecified femur, sequela"
S724,Fracture of lower end of femur
S7240,Unspecified fracture of lower end of femur
S72401,Unspecified fracture of lower end of right femur
S72401A,"Unspecified fracture of lower end of right femur, initial encounter for closed fracture"
S72401B,"Unspecified fracture of lower end of right femur, initial encounter for open fracture type I or II"
S72401C,"Unspecified fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72401D,"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing"
S72401E,"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72401F,"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72401G,"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with delayed healing"
S72401H,"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72401J,"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72401K,"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion"
S72401M,"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72401N,"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72401P,"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with malunion"
S72401Q,"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type I or II with malunion"
S72401R,"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72401S,"Unspecified fracture of lower end of right femur, sequela"
S72402,Unspecified fracture of lower end of left femur
S72402A,"Unspecified fracture of lower end of left femur, initial encounter for closed fracture"
S72402B,"Unspecified fracture of lower end of left femur, initial encounter for open fracture type I or II"
S72402C,"Unspecified fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72402D,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing"
S72402E,"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72402F,"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72402G,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with delayed healing"
S72402H,"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72402J,"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72402K,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
S72402M,"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72402N,"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72402P,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with malunion"
S72402Q,"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion"
S72402R,"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72402S,"Unspecified fracture of lower end of left femur, sequela"
S72409,Unspecified fracture of lower end of unspecified femur
S72409A,"Unspecified fracture of lower end of unspecified femur, initial encounter for closed fracture"
S72409B,"Unspecified fracture of lower end of unspecified femur, initial encounter for open fracture type I or II"
S72409C,"Unspecified fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72409D,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72409E,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72409F,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72409G,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72409H,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72409J,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72409K,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72409M,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72409N,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72409P,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for closed fracture with malunion"
S72409Q,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72409R,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72409S,"Unspecified fracture of lower end of unspecified femur, sequela"
S7241,Unspecified condyle fracture of lower end of femur
S72411,Displaced unspecified condyle fracture of lower end of right femur
S72411A,"Displaced unspecified condyle fracture of lower end of right femur, initial encounter for closed fracture"
S72411B,"Displaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type I or II"
S72411C,"Displaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72411D,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing"
S72411E,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72411F,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72411G,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with delayed healing"
S72411H,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72411J,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72411K,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion"
S72411M,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72411N,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72411P,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with malunion"
S72411Q,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with malunion"
S72411R,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72411S,"Displaced unspecified condyle fracture of lower end of right femur, sequela"
S72412,Displaced unspecified condyle fracture of lower end of left femur
S72412A,"Displaced unspecified condyle fracture of lower end of left femur, initial encounter for closed fracture"
S72412B,"Displaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type I or II"
S72412C,"Displaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72412D,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing"
S72412E,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72412F,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72412G,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with delayed healing"
S72412H,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72412J,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72412K,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
S72412M,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72412N,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72412P,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with malunion"
S72412Q,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion"
S72412R,"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72412S,"Displaced unspecified condyle fracture of lower end of left femur, sequela"
S72413,Displaced unspecified condyle fracture of lower end of unspecified femur
S72413A,"Displaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for closed fracture"
S72413B,"Displaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type I or II"
S72413C,"Displaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72413D,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72413E,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72413F,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72413G,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72413H,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72413J,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72413K,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72413M,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72413N,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72413P,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with malunion"
S72413Q,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72413R,"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72413S,"Displaced unspecified condyle fracture of lower end of unspecified femur, sequela"
S72414,Nondisplaced unspecified condyle fracture of lower end of right femur
S72414A,"Nondisplaced unspecified condyle fracture of lower end of right femur, initial encounter for closed fracture"
S72414B,"Nondisplaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type I or II"
S72414C,"Nondisplaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72414D,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing"
S72414E,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72414F,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72414G,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with delayed healing"
S72414H,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72414J,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72414K,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion"
S72414M,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72414N,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72414P,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with malunion"
S72414Q,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with malunion"
S72414R,"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72414S,"Nondisplaced unspecified condyle fracture of lower end of right femur, sequela"
S72415,Nondisplaced unspecified condyle fracture of lower end of left femur
S72415A,"Nondisplaced unspecified condyle fracture of lower end of left femur, initial encounter for closed fracture"
S72415B,"Nondisplaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type I or II"
S72415C,"Nondisplaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72415D,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing"
S72415E,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72415F,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72415G,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with delayed healing"
S72415H,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72415J,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72415K,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
S72415M,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72415N,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72415P,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with malunion"
S72415Q,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion"
S72415R,"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72415S,"Nondisplaced unspecified condyle fracture of lower end of left femur, sequela"
S72416,Nondisplaced unspecified condyle fracture of lower end of unspecified femur
S72416A,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for closed fracture"
S72416B,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type I or II"
S72416C,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72416D,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72416E,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72416F,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72416G,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72416H,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72416J,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72416K,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72416M,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72416N,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72416P,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with malunion"
S72416Q,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72416R,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72416S,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, sequela"
S7242,Fracture of lateral condyle of femur
S72421,Displaced fracture of lateral condyle of right femur
S72421A,"Displaced fracture of lateral condyle of right femur, initial encounter for closed fracture"
S72421B,"Displaced fracture of lateral condyle of right femur, initial encounter for open fracture type I or II"
S72421C,"Displaced fracture of lateral condyle of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72421D,"Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with routine healing"
S72421E,"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72421F,"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72421G,"Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with delayed healing"
S72421H,"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72421J,"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72421K,"Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with nonunion"
S72421M,"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72421N,"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72421P,"Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with malunion"
S72421Q,"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with malunion"
S72421R,"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72421S,"Displaced fracture of lateral condyle of right femur, sequela"
S72422,Displaced fracture of lateral condyle of left femur
S72422A,"Displaced fracture of lateral condyle of left femur, initial encounter for closed fracture"
